Source ,Source Airport,Destination,Destination Airport,Weight
182,Lambert-St Louis Intl,253,John Wayne Airport-Orange Coun,0.1483
245,Burbank-Glendale-Pasadena,253,John Wayne Airport-Orange Coun,0.0056
201,San Francisco Intl,316,Kahului,0.2359
47,Seattle-Tacoma Intl,316,Kahului,0.3074
314,Molokai,316,Kahului,0.0042
94,General Mitchell Intll,118,Chicago O'hare Intl,0.0093
94,General Mitchell Intll,201,San Francisco Intl,0.1827
94,General Mitchell Intll,258,Phoenix Sky Harbor Intl,0.1528
94,General Mitchell Intll,182,Lambert-St Louis Intl,0.042
67,Minneapolis-St Paul Intl/Wold-,94,General Mitchell Intll,0.0327
94,General Mitchell Intll,152,Pittsburgh Intll,0.0456
94,General Mitchell Intll,162,Philadelphia Intl,0.0709
47,Seattle-Tacoma Intl,94,General Mitchell Intll,0.1804
94,General Mitchell Intll,263,San Diego Intl-Lindbergh Fld,0.1782
94,General Mitchell Intll,301,Tampa Intl,0.1457
90,Dane County Regional-Truax Fie,94,General Mitchell Intll,0.0075
77,Wittman Regional,94,General Mitchell Intll,0.0104
118,Chicago O'hare Intl,288,Robert Mueller Muni,0.1222
261,Dallas/Fort Worth Intl,288,Robert Mueller Muni,0.025
166,Stapleton Intl,288,Robert Mueller Muni,0.0977
258,Phoenix Sky Harbor Intl,288,Robert Mueller Muni,0.0788
152,Pittsburgh Intll,288,Robert Mueller Muni,0.1319
288,Robert Mueller Muni,293,Houston Intercontinental,0.0124
162,Philadelphia Intl,288,Robert Mueller Muni,0.1465
230,Charlotte/Douglas Intl,288,Robert Mueller Muni,0.0974
232,Memphis Intl,288,Robert Mueller Muni,0.06
288,Robert Mueller Muni,296,William P Hobby,0.0138
203,San Jose Intll,288,Robert Mueller Muni,0.1407
262,Dallas Love Field,288,Robert Mueller Muni,0.0248
288,Robert Mueller Muni,297,San Antonio Intl,0.0083
276,El Paso Intl,288,Robert Mueller Muni,0.0465
254,Lubbock Intl,288,Robert Mueller Muni,0.0384
275,Midland Intll,288,Robert Mueller Muni,0.0278
288,Robert Mueller Muni,308,Rio Grande Valley Intl,0.0389
118,Chicago O'hare Intl,161,James M Cox Dayton Intl,0.0273
161,James M Cox Dayton Intl,261,Dallas/Fort Worth Intl,0.0936
161,James M Cox Dayton Intl,248,Los Angeles Intl,0.1832
146,La Guardia,161,James M Cox Dayton Intl,0.0533
147,Newark Intl,161,James M Cox Dayton Intl,0.0517
112,Detroit Metropolitan Wayne Cou,161,James M Cox Dayton Intl,0.0225
161,James M Cox Dayton Intl,182,Lambert-St Louis Intl,0.0332
67,Minneapolis-St Paul Intl/Wold-,161,James M Cox Dayton Intl,0.0661
161,James M Cox Dayton Intl,299,Orlando Intl,0.1106
152,Pittsburgh Intll,161,James M Cox Dayton Intl,0.0211
161,James M Cox Dayton Intl,162,Philadelphia Intl,0.0457
161,James M Cox Dayton Intl,179,Washington National,0.0378
161,James M Cox Dayton Intl,301,Tampa Intl,0.1143
161,James M Cox Dayton Intl,167,Indianapolis Intl,0.0108
161,James M Cox Dayton Intl,189,Louisville Intl,0.0183
99,Kent County Intl,161,James M Cox Dayton Intl,0.0293
126,Michiana Rgnl Transportation C,161,James M Cox Dayton Intl,0.0203
137,Fort Wayne Intll,161,James M Cox Dayton Intl,0.0114
100,Capital City,161,James M Cox Dayton Intl,0.0276
161,James M Cox Dayton Intl,191,Evansville Regional,0.0245
93,Bishop Intll,161,James M Cox Dayton Intl,0.0294
183,Sacramento Metropolitan,253,John Wayne Airport-Orange Coun,0.0516
118,Chicago O'hare Intl,159,Port Columbus Intl,0.0317
159,Port Columbus Intl,261,Dallas/Fort Worth Intl,0.099
159,Port Columbus Intl,248,Los Angeles Intl,0.1898
150,John F Kennedy Intl,159,Port Columbus Intl,0.0468
159,Port Columbus Intl,166,Stapleton Intl,0.112
146,La Guardia,159,Port Columbus Intl,0.0466
147,Newark Intl,159,Port Columbus Intl,0.045
159,Port Columbus Intl,258,Phoenix Sky Harbor Intl,0.161
112,Detroit Metropolitan Wayne Cou,159,Port Columbus Intl,0.0213
159,Port Columbus Intl,182,Lambert-St Louis Intl,0.0398
67,Minneapolis-St Paul Intl/Wold-,159,Port Columbus Intl,0.0703
159,Port Columbus Intl,219,Mc Carran Intl,0.1685
159,Port Columbus Intl,299,Orlando Intl,0.1108
152,Pittsburgh Intll,159,Port Columbus Intl,0.0144
159,Port Columbus Intl,293,Houston Intercontinental,0.1148
159,Port Columbus Intl,162,Philadelphia Intl,0.039
159,Port Columbus Intl,179,Washington National,0.0317
159,Port Columbus Intl,301,Tampa Intl,0.1149
159,Port Columbus Intl,176,Cincinnati/Northern Kentucky I,0.0128
123,Chicago Midway,159,Port Columbus Intl,0.03
159,Port Columbus Intl,167,Indianapolis Intl,0.0175
94,General Mitchell Intll,159,Port Columbus Intl,0.038
159,Port Columbus Intl,161,James M Cox Dayton Intl,0.0068
307,Southwest Florida Intl,311,Miami Intl,0.0103
182,Lambert-St Louis Intl,307,Southwest Florida Intl,0.1246
301,Tampa Intl,307,Southwest Florida Intl,0.0142
305,Sarasota/Bradenton Intl,307,Southwest Florida Intl,0.0092
95,Greater Buffalo Intl,118,Chicago O'hare Intl,0.0476
95,Greater Buffalo Intl,150,John F Kennedy Intl,0.0335
95,Greater Buffalo Intl,146,La Guardia,0.0323
95,Greater Buffalo Intl,147,Newark Intl,0.0317
95,Greater Buffalo Intl,112,Detroit Metropolitan Wayne Cou,0.0245
67,Minneapolis-St Paul Intl/Wold-,95,Greater Buffalo Intl,0.076
95,Greater Buffalo Intl,299,Orlando Intl,0.1392
95,Greater Buffalo Intl,152,Pittsburgh Intll,0.0246
95,Greater Buffalo Intl,162,Philadelphia Intl,0.0343
95,Greater Buffalo Intl,230,Charlotte/Douglas Intl,0.0747
95,Greater Buffalo Intl,179,Washington National,0.0399
95,Greater Buffalo Intl,174,Baltimore-Washington Intl,0.0375
95,Greater Buffalo Intl,177,Washington Dulles Intl,0.0387
95,Greater Buffalo Intl,221,Raleigh-Durham Intll,0.0675
95,Greater Buffalo Intl,176,Cincinnati/Northern Kentucky I,0.0479
95,Greater Buffalo Intl,131,Cleveland-Hopkins Intl,0.0216
92,Syracuse Hancock Intl,95,Greater Buffalo Intl,0.0135
91,Greater Rochester Intl,95,Greater Buffalo Intl,0.0057
245,Burbank-Glendale-Pasadena,261,Dallas/Fort Worth Intl,0.1093
201,San Francisco Intl,245,Burbank-Glendale-Pasadena,0.0385
166,Stapleton Intl,245,Burbank-Glendale-Pasadena,0.0869
245,Burbank-Glendale-Pasadena,258,Phoenix Sky Harbor Intl,0.0331
219,Mc Carran Intl,245,Burbank-Glendale-Pasadena,0.0243
47,Seattle-Tacoma Intl,245,Burbank-Glendale-Pasadena,0.1281
144,Salt Lake City Intl,245,Burbank-Glendale-Pasadena,0.0708
245,Burbank-Glendale-Pasadena,263,San Diego Intl-Lindbergh Fld,0.0152
203,San Jose Intll,245,Burbank-Glendale-Pasadena,0.0353
65,Portland Intl,245,Burbank-Glendale-Pasadena,0.1109
197,Metropolitan Oakland Intl,245,Burbank-Glendale-Pasadena,0.0389
245,Burbank-Glendale-Pasadena,246,Ontario Intl,0.0041
183,Sacramento Metropolitan,245,Burbank-Glendale-Pasadena,0.0461
213,Fresno Air Terminal,245,Burbank-Glendale-Pasadena,0.0255
242,Santa Barbara Muni,245,Burbank-Glendale-Pasadena,0.0078
118,Chicago O'hare Intl,276,El Paso Intl,0.1353
248,Los Angeles Intl,276,El Paso Intl,0.0645
201,San Francisco Intl,276,El Paso Intl,0.0986
258,Phoenix Sky Harbor Intl,276,El Paso Intl,0.0327
219,Mc Carran Intl,276,El Paso Intl,0.0606
276,El Paso Intl,293,Houston Intercontinental,0.0588
263,San Diego Intl-Lindbergh Fld,276,El Paso Intl,0.0557
276,El Paso Intl,296,William P Hobby,0.0601
276,El Paso Intl,297,San Antonio Intl,0.0458
254,Lubbock Intl,276,El Paso Intl,0.0292
275,Midland Intll,276,El Paso Intl,0.0213
8,Anchorage Intl,118,Chicago O'hare Intl,0.3655
8,Anchorage Intl,248,Los Angeles Intl,0.3059
8,Anchorage Intl,201,San Francisco Intl,0.2654
8,Anchorage Intl,112,Detroit Metropolitan Wayne Cou,0.3847
8,Anchorage Intl,313,Honolulu Intl,0.3829
8,Anchorage Intl,67,Minneapolis-St Paul Intl/Wold-,0.3284
8,Anchorage Intl,47,Seattle-Tacoma Intl,0.1926
8,Anchorage Intl,144,Salt Lake City Intl,0.2746
8,Anchorage Intl,65,Portland Intl,0.204
8,Anchorage Intl,26,Juneau Intl,0.083
4,Fairbanks Intl,8,Anchorage Intl,0.0365
8,Anchorage Intl,13,Bethel,0.0604
8,Anchorage Intl,23,Dillingham,0.0478
3,Ralph Wien Memorial,8,Anchorage Intl,0.0843
2,Deadhorse,8,Anchorage Intl,0.0866
5,Nome,8,Anchorage Intl,0.0849
8,Anchorage Intl,36,Unalaska,0.1093
8,Anchorage Intl,16,Merle K (Mudhole) Smith,0.0239
6,St Mary's,8,Anchorage Intl,0.0683
8,Anchorage Intl,35,Cold Bay,0.0863
8,Anchorage Intl,28,St Paul Island,0.1099
8,Anchorage Intl,30,Port Heiden,0.0596
118,Chicago O'hare Intl,225,Will Rogers World,0.08
225,Will Rogers World,258,Phoenix Sky Harbor Intl,0.0757
182,Lambert-St Louis Intl,225,Will Rogers World,0.0489
144,Salt Lake City Intl,225,Will Rogers World,0.0895
216,Tulsa Intl,225,Will Rogers World,0.0116
142,Elko Muni-J.C. Harris Field,225,Will Rogers World,0.1062
169,Reno/Tahoe Intll,201,San Francisco Intl,0.0222
47,Seattle-Tacoma Intl,169,Reno/Tahoe Intll,0.077
144,Salt Lake City Intl,169,Reno/Tahoe Intll,0.0416
169,Reno/Tahoe Intll,263,San Diego Intl-Lindbergh Fld,0.0659
169,Reno/Tahoe Intll,203,San Jose Intll,0.0232
169,Reno/Tahoe Intll,183,Sacramento Metropolitan,0.012
142,Elko Muni-J.C. Harris Field,216,Tulsa Intl,0.1105
118,Chicago O'hare Intl,284,Jacksonville Intl,0.1142
284,Jacksonville Intl,311,Miami Intl,0.0455
146,La Guardia,284,Jacksonville Intl,0.106
182,Lambert-St Louis Intl,284,Jacksonville Intl,0.0904
284,Jacksonville Intl,299,Orlando Intl,0.0198
152,Pittsburgh Intll,284,Jacksonville Intl,0.0958
162,Philadelphia Intl,284,Jacksonville Intl,0.0954
221,Raleigh-Durham Intll,284,Jacksonville Intl,0.0535
284,Jacksonville Intl,306,Palm Beach Intl,0.0373
273,Savannah Intll,284,Jacksonville Intl,0.0158
284,Jacksonville Intl,286,Pensacola Regional,0.028
284,Jacksonville Intl,300,Melbourne Intll,0.0235
182,Lambert-St Louis Intl,212,Norfolk Intl,0.0743
152,Pittsburgh Intll,212,Norfolk Intl,0.04
162,Philadelphia Intl,212,Norfolk Intl,0.0289
212,Norfolk Intl,221,Raleigh-Durham Intll,0.0164
131,Cleveland-Hopkins Intl,212,Norfolk Intl,0.0519
202,Richmond Intll,212,Norfolk Intl,0.0082
229,Amarillo Intl,274,Tucson Intl,0.0555
312,Lihue,316,Kahului,0.018
68,Bangor Intl,109,General Edward Lawrence Logan,0.0259
68,Bangor Intl,147,Newark Intl,0.0478
68,Bangor Intl,125,Theodore Francis Green State,0.0323
68,Bangor Intl,80,Portland Intl Jetport,0.0134
68,Bangor Intl,96,Manchester,0.0223
91,Greater Rochester Intl,92,Syracuse Hancock Intl,0.008
125,Theodore Francis Green State,221,Raleigh-Durham Intll,0.0673
101,Albany County,118,Chicago O'hare Intl,0.0722
101,Albany County,255,The William B Hartsfield Atlan,0.1024
101,Albany County,146,La Guardia,0.0189
101,Albany County,112,Detroit Metropolitan Wayne Cou,0.0489
101,Albany County,152,Pittsburgh Intll,0.0392
101,Albany County,162,Philadelphia Intl,0.0285
101,Albany County,230,Charlotte/Douglas Intl,0.0807
101,Albany County,179,Washington National,0.0407
101,Albany County,174,Baltimore-Washington Intl,0.0372
101,Albany County,221,Raleigh-Durham Intll,0.0704
101,Albany County,176,Cincinnati/Northern Kentucky I,0.0657
95,Greater Buffalo Intl,101,Albany County,0.0252
80,Portland Intl Jetport,101,Albany County,0.0198
101,Albany County,129,Stewart Int'l,0.012
327,Saipan Intl,329,Guam Intll,0.0163
329,Guam Intll,330,Babelthuap/Koror,0.0784
328,Rota Intl,329,Guam Intll,0.007
118,Chicago O'hare Intl,256,Birmingham Intl,0.0806
256,Birmingham Intl,261,Dallas/Fort Worth Intl,0.0528
182,Lambert-St Louis Intl,256,Birmingham Intl,0.0529
256,Birmingham Intl,299,Orlando Intl,0.0563
152,Pittsburgh Intll,256,Birmingham Intl,0.0741
230,Charlotte/Douglas Intl,256,Birmingham Intl,0.0335
176,Cincinnati/Northern Kentucky I,256,Birmingham Intl,0.0535
232,Memphis Intl,256,Birmingham Intl,0.0218
256,Birmingham Intl,296,William P Hobby,0.0574
217,Nashville Intll,256,Birmingham Intl,0.0245
256,Birmingham Intl,292,New Orleans Intl/Moisant Fld/,0.0385
189,Louisville Intl,256,Birmingham Intl,0.0444
240,Huntsville Intl-Carl T Jones F,256,Birmingham Intl,0.0103
256,Birmingham Intl,271,Jackson Intll,0.0208
256,Birmingham Intl,267,Shreveport Regional,0.0377
256,Birmingham Intl,272,Dannelly Field,0.0122
182,Lambert-St Louis Intl,189,Louisville Intl,0.0241
118,Chicago O'hare Intl,133,Eppley Airfield,0.0412
133,Eppley Airfield,258,Phoenix Sky Harbor Intl,0.1113
133,Eppley Airfield,182,Lambert-St Louis Intl,0.0373
133,Eppley Airfield,152,Pittsburgh Intll,0.0802
133,Eppley Airfield,144,Salt Lake City Intl,0.0821
133,Eppley Airfield,140,Lincoln Muni,0.0062
261,Dallas/Fort Worth Intl,305,Sarasota/Bradenton Intl,0.0905
305,Sarasota/Bradenton Intl,311,Miami Intl,0.0192
146,La Guardia,305,Sarasota/Bradenton Intl,0.1353
182,Lambert-St Louis Intl,305,Sarasota/Bradenton Intl,0.1155
301,Tampa Intl,305,Sarasota/Bradenton Intl,0.0055
248,Los Angeles Intl,318,Keahole-Kona Intll,0.2349
201,San Francisco Intl,318,Keahole-Kona Intll,0.2421
316,Kahului,318,Keahole-Kona Intll,0.0113
312,Lihue,318,Keahole-Kona Intll,0.0272
182,Lambert-St Louis Intl,239,Adams Field,0.0396
232,Memphis Intl,239,Adams Field,0.0118
216,Tulsa Intl,239,Adams Field,0.0234
206,Springfield Regional,239,Adams Field,0.0247
202,Richmond Intll,204,Roanoke Regional/Woodrum Field,0.0136
118,Chicago O'hare Intl,218,Piedmont Triad Intll,0.0693
146,La Guardia,218,Piedmont Triad Intll,0.0543
218,Piedmont Triad Intll,299,Orlando Intl,0.0735
152,Pittsburgh Intll,218,Piedmont Triad Intll,0.042
162,Philadelphia Intl,218,Piedmont Triad Intll,0.0433
177,Washington Dulles Intl,218,Piedmont Triad Intll,0.03
218,Piedmont Triad Intll,221,Raleigh-Durham Intll,0.0062
204,Roanoke Regional/Woodrum Field,218,Piedmont Triad Intll,0.0118
45,Spokane Intl,118,Chicago O'hare Intl,0.1602
45,Spokane Intl,201,San Francisco Intl,0.0986
45,Spokane Intl,67,Minneapolis-St Paul Intl/Wold-,0.1266
45,Spokane Intl,47,Seattle-Tacoma Intl,0.0244
45,Spokane Intl,144,Salt Lake City Intl,0.0712
45,Spokane Intl,65,Portland Intl,0.0323
45,Spokane Intl,50,Missoula Intll,0.0187
45,Spokane Intl,46,Great Falls Intl,0.0314
45,Spokane Intl,55,Helena Regional,0.0299
45,Spokane Intl,58,Lewiston-Nez Perce County,0.0122
45,Spokane Intl,54,Pullman/Moscow Regional,0.0086
118,Chicago O'hare Intl,128,Des Moines Intl,0.0296
128,Des Moines Intl,258,Phoenix Sky Harbor Intl,0.1214
128,Des Moines Intl,182,Lambert-St Louis Intl,0.0315
67,Minneapolis-St Paul Intl/Wold-,128,Des Moines Intl,0.0321
128,Des Moines Intl,152,Pittsburgh Intll,0.0691
128,Des Moines Intl,133,Eppley Airfield,0.0116
128,Des Moines Intl,142,Elko Muni-J.C. Harris Field,0.1129
99,Kent County Intl,118,Chicago O'hare Intl,0.0149
67,Minneapolis-St Paul Intl/Wold-,99,Kent County Intl,0.0435
99,Kent County Intl,152,Pittsburgh Intll,0.0354
99,Kent County Intl,167,Indianapolis Intl,0.0305
94,General Mitchell Intll,99,Kent County Intl,0.0121
201,San Francisco Intl,251,Long Beach /Daugherty Field/,0.0423
251,Long Beach /Daugherty Field/,258,Phoenix Sky Harbor Intl,0.0314
197,Metropolitan Oakland Intl,251,Long Beach /Daugherty Field/,0.0427
242,Santa Barbara Muni,251,Long Beach /Daugherty Field/,0.0104
118,Chicago O'hare Intl,260,Charleston Afb/Intl,0.0955
146,La Guardia,260,Charleston Afb/Intl,0.0815
147,Newark Intl,260,Charleston Afb/Intl,0.0802
230,Charlotte/Douglas Intl,260,Charleston Afb/Intl,0.0226
179,Washington National,260,Charleston Afb/Intl,0.0589
177,Washington Dulles Intl,260,Charleston Afb/Intl,0.0592
221,Raleigh-Durham Intll,260,Charleston Afb/Intl,0.0291
260,Charleston Afb/Intl,284,Jacksonville Intl,0.0245
260,Charleston Afb/Intl,273,Savannah Intll,0.0095
316,Kahului,319,Hilo Intll,0.0133
318,Keahole-Kona Intll,319,Hilo Intll,0.0051
83,Boise Air Terminal /Gowen Fld/,118,Chicago O'hare Intl,0.145
83,Boise Air Terminal /Gowen Fld/,248,Los Angeles Intl,0.0927
83,Boise Air Terminal /Gowen Fld/,201,San Francisco Intl,0.0649
83,Boise Air Terminal /Gowen Fld/,166,Stapleton Intl,0.0681
47,Seattle-Tacoma Intl,83,Boise Air Terminal /Gowen Fld/,0.0483
83,Boise Air Terminal /Gowen Fld/,144,Salt Lake City Intl,0.0343
65,Portland Intl,83,Boise Air Terminal /Gowen Fld/,0.0378
45,Spokane Intl,83,Boise Air Terminal /Gowen Fld/,0.0393
59,Tri-Cities,83,Boise Air Terminal /Gowen Fld/,0.0297
83,Boise Air Terminal /Gowen Fld/,85,Fanning Field,0.0211
58,Lewiston-Nez Perce County,83,Boise Air Terminal /Gowen Fld/,0.0271
83,Boise Air Terminal /Gowen Fld/,86,Friedman Memorial,0.0098
83,Boise Air Terminal /Gowen Fld/,104,Twin Falls-Sun Valley Regional,0.0136
54,Pullman/Moscow Regional,83,Boise Air Terminal /Gowen Fld/,0.0307
83,Boise Air Terminal /Gowen Fld/,97,Pocatello Regional,0.0195
118,Chicago O'hare Intl,157,Harrisburg Intll,0.0592
152,Pittsburgh Intll,157,Harrisburg Intll,0.0178
157,Harrisburg Intll,221,Raleigh-Durham Intll,0.0426
141,University Park,157,Harrisburg Intll,0.0083
118,Chicago O'hare Intl,181,City Of Colorado Springs Muni,0.0907
181,City Of Colorado Springs Muni,261,Dallas/Fort Worth Intl,0.0687
166,Stapleton Intl,181,City Of Colorado Springs Muni,0.0094
181,City Of Colorado Springs Muni,258,Phoenix Sky Harbor Intl,0.0634
181,City Of Colorado Springs Muni,182,Lambert-St Louis Intl,0.073
181,City Of Colorado Springs Muni,219,Mc Carran Intl,0.0593
144,Salt Lake City Intl,181,City Of Colorado Springs Muni,0.0416
181,City Of Colorado Springs Muni,188,Pueblo Memorial,0.005
146,La Guardia,237,Greenville-Spartanburg,0.0704
162,Philadelphia Intl,237,Greenville-Spartanburg,0.0593
221,Raleigh-Durham Intll,237,Greenville-Spartanburg,0.0197
118,Chicago O'hare Intl,198,Wichita Mid-Continent,0.0637
198,Wichita Mid-Continent,258,Phoenix Sky Harbor Intl,0.0845
182,Lambert-St Louis Intl,198,Wichita Mid-Continent,0.0375
198,Wichita Mid-Continent,219,Mc Carran Intl,0.0915
152,Pittsburgh Intll,198,Wichita Mid-Continent,0.0917
198,Wichita Mid-Continent,232,Memphis Intl,0.0453
172,Kansas City Intl,198,Wichita Mid-Continent,0.0209
198,Wichita Mid-Continent,216,Tulsa Intl,0.0159
198,Wichita Mid-Continent,206,Springfield Regional,0.021
142,Elko Muni-J.C. Harris Field,198,Wichita Mid-Continent,0.0983
322,Cyril E King,325,Alexander Hamilton,0.0061
118,Chicago O'hare Intl,143,Long Island Mac Arthur,0.0762
143,Long Island Mac Arthur,311,Miami Intl,0.1479
143,Long Island Mac Arthur,299,Orlando Intl,0.1253
143,Long Island Mac Arthur,152,Pittsburgh Intll,0.0364
143,Long Island Mac Arthur,162,Philadelphia Intl,0.014
143,Long Island Mac Arthur,221,Raleigh-Durham Intll,0.0552
143,Long Island Mac Arthur,306,Palm Beach Intl,0.1394
92,Syracuse Hancock Intl,143,Long Island Mac Arthur,0.0269
143,Long Island Mac Arthur,170,Atlantic City Intll,0.0148
118,Chicago O'hare Intl,249,Columbia Metropolitan,0.0842
147,Newark Intl,249,Columbia Metropolitan,0.0736
162,Philadelphia Intl,249,Columbia Metropolitan,0.0641
230,Charlotte/Douglas Intl,249,Columbia Metropolitan,0.0122
221,Raleigh-Durham Intll,249,Columbia Metropolitan,0.0219
218,Piedmont Triad Intll,249,Columbia Metropolitan,0.0215
249,Columbia Metropolitan,260,Charleston Afb/Intl,0.0113
90,Dane County Regional-Truax Fie,118,Chicago O'hare Intl,0.0133
90,Dane County Regional-Truax Fie,182,Lambert-St Louis Intl,0.0422
67,Minneapolis-St Paul Intl/Wold-,90,Dane County Regional-Truax Fie,0.0258
90,Dane County Regional-Truax Fie,152,Pittsburgh Intll,0.0528
73,Outagamie County,90,Dane County Regional-Truax Fie,0.0115
293,Houston Intercontinental,308,Rio Grande Valley Intl,0.0378
297,San Antonio Intl,308,Rio Grande Valley Intl,0.0319
273,Savannah Intll,322,Cyril E King,0.1556
147,Newark Intl,298,Daytona Beach Intl,0.1155
298,Daytona Beach Intl,299,Orlando Intl,0.0072
221,Raleigh-Durham Intll,298,Daytona Beach Intl,0.065
284,Jacksonville Intl,298,Daytona Beach Intl,0.013
298,Daytona Beach Intl,300,Melbourne Intll,0.0105
327,Saipan Intl,332,West Tinian,0.0013
118,Chicago O'hare Intl,240,Huntsville Intl-Carl T Jones F,0.0703
177,Washington Dulles Intl,240,Huntsville Intl-Carl T Jones F,0.0627
232,Memphis Intl,240,Huntsville Intl-Carl T Jones F,0.0169
261,Dallas/Fort Worth Intl,303,Corpus Christi Intl,0.049
293,Houston Intercontinental,303,Corpus Christi Intl,0.0238
296,William P Hobby,303,Corpus Christi Intl,0.0212
213,Fresno Air Terminal,248,Los Angeles Intl,0.0279
201,San Francisco Intl,213,Fresno Air Terminal,0.0157
144,Salt Lake City Intl,213,Fresno Air Terminal,0.0549
213,Fresno Air Terminal,263,San Diego Intl-Lindbergh Fld,0.0407
197,Metropolitan Oakland Intl,213,Fresno Air Terminal,0.0156
213,Fresno Air Terminal,246,Ontario Intl,0.0282
213,Fresno Air Terminal,253,John Wayne Airport-Orange Coun,0.0311
183,Sacramento Metropolitan,213,Fresno Air Terminal,0.0208
169,Reno/Tahoe Intll,213,Fresno Air Terminal,0.026
199,Modesto City-County--Harry Sha,213,Fresno Air Terminal,0.0103
205,Merced Municipal/Macready Fiel,213,Fresno Air Terminal,0.0064
200,Mammoth Lakes,213,Fresno Air Terminal,0.0093
287,Tallahassee Regional,301,Tampa Intl,0.025
118,Chicago O'hare Intl,229,Amarillo Intl,0.0955
229,Amarillo Intl,261,Dallas/Fort Worth Intl,0.0325
229,Amarillo Intl,262,Dallas Love Field,0.0335
229,Amarillo Intl,254,Lubbock Intl,0.0148
142,Elko Muni-J.C. Harris Field,229,Amarillo Intl,0.0895
201,San Francisco Intl,250,Palm Springs Regional,0.047
182,Lambert-St Louis Intl,250,Palm Springs Regional,0.1413
144,Salt Lake City Intl,250,Palm Springs Regional,0.0704
203,San Jose Intll,250,Palm Springs Regional,0.0436
250,Palm Springs Regional,274,Tucson Intl,0.0327
261,Dallas/Fort Worth Intl,283,"Baton Rouge Metropolitan, Ryan",0.0375
283,"Baton Rouge Metropolitan, Ryan",293,Houston Intercontinental,0.022
232,Memphis Intl,283,"Baton Rouge Metropolitan, Ryan",0.0435
271,Jackson Intll,283,"Baton Rouge Metropolitan, Ryan",0.0177
281,Mobile Regional,283,"Baton Rouge Metropolitan, Ryan",0.0149
267,Shreveport Regional,283,"Baton Rouge Metropolitan, Ryan",0.0228
286,Pensacola Regional,301,Tampa Intl,0.0337
118,Chicago O'hare Intl,149,Lehigh Valley Intll,0.0648
149,Lehigh Valley Intll,255,The William B Hartsfield Atlan,0.0811
112,Detroit Metropolitan Wayne Cou,149,Lehigh Valley Intll,0.043
149,Lehigh Valley Intll,152,Pittsburgh Intll,0.0244
149,Lehigh Valley Intll,230,Charlotte/Douglas Intl,0.059
149,Lehigh Valley Intll,221,Raleigh-Durham Intll,0.0487
149,Lehigh Valley Intll,157,Harrisburg Intll,0.008
72,Burlington Intl,118,Chicago O'hare Intl,0.0788
72,Burlington Intl,146,La Guardia,0.0355
72,Burlington Intl,147,Newark Intl,0.0365
72,Burlington Intl,152,Pittsburgh Intll,0.0523
72,Burlington Intl,162,Philadelphia Intl,0.0452
72,Burlington Intl,177,Washington Dulles Intl,0.0572
72,Burlington Intl,96,Manchester,0.0171
271,Jackson Intll,281,Mobile Regional,0.018
267,Shreveport Regional,271,Jackson Intll,0.0191
118,Chicago O'hare Intl,120,Cedar Rapids Muni,0.0194
120,Cedar Rapids Muni,166,Stapleton Intl,0.07
120,Cedar Rapids Muni,258,Phoenix Sky Harbor Intl,0.1312
120,Cedar Rapids Muni,182,Lambert-St Louis Intl,0.0307
67,Minneapolis-St Paul Intl/Wold-,120,Cedar Rapids Muni,0.0297
120,Cedar Rapids Muni,130,Quad-City,0.0073
106,Sioux Gateway,120,Cedar Rapids Muni,0.0243
118,Chicago O'hare Intl,192,Blue Grass,0.0412
182,Lambert-St Louis Intl,192,Blue Grass,0.0301
152,Pittsburgh Intll,192,Blue Grass,0.0323
189,Louisville Intl,192,Blue Grass,0.0059
192,Blue Grass,222,Mc Ghee Tyson,0.0215
192,Blue Grass,204,Roanoke Regional/Woodrum Field,0.0246
126,Michiana Rgnl Transportation C,182,Lambert-St Louis Intl,0.0349
281,Mobile Regional,286,Pensacola Regional,0.0058
266,Monroe Regional,281,Mobile Regional,0.0261
105,Detroit City,182,Lambert-St Louis Intl,0.0512
105,Detroit City,123,Chicago Midway,0.0248
105,Detroit City,167,Indianapolis Intl,0.0306
96,Manchester,118,Chicago O'hare Intl,0.0844
96,Manchester,152,Pittsburgh Intll,0.0505
96,Manchester,162,Philadelphia Intl,0.0351
109,General Edward Lawrence Logan,170,Atlantic City Intll,0.0332
112,Detroit Metropolitan Wayne Cou,170,Atlantic City Intll,0.0519
152,Pittsburgh Intll,170,Atlantic City Intll,0.0305
131,Cleveland-Hopkins Intl,170,Atlantic City Intll,0.0415
125,Theodore Francis Green State,170,Atlantic City Intll,0.027
300,Melbourne Intll,301,Tampa Intl,0.0097
221,Raleigh-Durham Intll,300,Melbourne Intll,0.0749
300,Melbourne Intll,307,Southwest Florida Intl,0.016
118,Chicago O'hare Intl,136,Westchester County,0.0728
67,Minneapolis-St Paul Intl/Wold-,136,Westchester County,0.1058
136,Westchester County,152,Pittsburgh Intll,0.0337
134,Tweed-New Haven,136,Westchester County,0.0046
118,Chicago O'hare Intl,139,Akron-Canton Regional,0.0344
139,Akron-Canton Regional,162,Philadelphia Intl,0.0331
139,Akron-Canton Regional,230,Charlotte/Douglas Intl,0.0546
139,Akron-Canton Regional,177,Washington Dulles Intl,0.0277
139,Akron-Canton Regional,167,Indianapolis Intl,0.0272
139,Akron-Canton Regional,161,James M Cox Dayton Intl,0.0171
137,Fort Wayne Intll,139,Akron-Canton Regional,0.0191
135,Youngstown-Warren Regional,139,Akron-Canton Regional,0.005
